view1,view2,rows,lott_valid,diagnostics_finite,sdp_optimal,rank_one_1e-7,agreement_scaled_1e-8,max_lott_primal_scaled_gap,max_lott_extracted_scaled_gap,max_tail_spectral_ratio,max_psd_violation_ratio,max_extracted_constraint_residual,max_primal_infeasibility,max_dual_infeasibility,max_duality_gap_scaled
20,27,40,40,40,40,40,40,2.311443041322053e-10,3.015743874163696e-11,4.658983324475114e-11,4.658983324475114e-11,2.7755575615628914e-16,5.347938808042032e-10,9.841104264253077e-11,5.201000022968732e-10
20,28,23,23,23,23,23,23,1.6342584967590779e-10,2.916522656334766e-11,4.492242863126663e-11,4.492242863126663e-11,3.3306690738754696e-16,1.9794946529510182e-10,5.245469619885507e-11,3.3600785005058214e-10
20,29,8,8,8,8,8,8,1.0364912400584458e-10,1.522977937282386e-11,2.826580885888257e-11,2.826580885888257e-11,8.326672684688674e-16,4.151886678722232e-10,4.312391444129399e-11,2.336114041514227e-10
20,30,2,2,2,2,2,2,1.4728662733887177e-11,7.955913705615103e-12,6.083572320170461e-12,6.083572320170461e-12,8.326672684688674e-17,1.172556871147575e-10,4.688171898166237e-11,2.6844630801161894e-10
21,22,418,418,418,418,418,418,1.7410225648314959e-10,8.18860534934629e-11,4.660643202895189e-11,4.660643202895189e-11,2.220446049250313e-16,1.2986996115461126e-10,5.277163482900992e-11,3.1901342073082555e-10
21,23,275,275,275,275,275,275,1.6870397505190649e-10,2.1638801861456614e-11,5.20096422450593e-11,5.20096422450593e-11,2.220446049250313e-16,2.88313399967425e-10,7.55025456565417e-11,5.399175929975676e-10
21,24,188,188,188,188,188,188,2.4248882127458784e-10,1.294165885568077e-10,5.906063887081216e-11,5.906063887081216e-11,2.7755575615628914e-16,3.861783704965957e-10,9.912030435874513e-11,6.100713901715811e-10
21,25,137,137,137,137,137,137,2.0748891493838073e-10,1.0038736508732882e-10,4.6398453198047913e-11,4.6398453198047913e-11,1.6653345369377348e-16,2.771801035088847e-10,6.141780185670287e-11,4.4543635583021245e-10
21,26,88,88,88,88,88,88,1.7874915553531052e-10,7.129963286445218e-11,4.624033103746337e-11,4.624033103746337e-11,2.7755575615628914e-16,2.1308908242293273e-10,6.414702116835121e-11,5.036098401689822e-10
21,27,61,61,61,61,61,61,1.6958929876728646e-10,2.8885005498580085e-11,5.0866239387711827e-11,5.0866239387711827e-11,2.7755575615628914e-16,2.861504317318742e-10,7.942073855369852e-11,5.434637445665727e-10
21,28,36,36,36,36,36,36,1.7163606647052632e-10,9.279204892591238e-11,4.970115098714218e-11,4.970115098714218e-11,2.7755575615628914e-16,2.7642260161872113e-10,7.594323058611141e-11,5.409225865577464e-10
21,29,17,17,17,17,17,17,1.8700138065426483e-10,8.740996815248536e-11,4.6186510006090847e-11,4.6186510006090847e-11,5.551115123125783e-16,6.189289010171238e-10,1.5654490847703312e-10,9.461672522853617e-10
21,30,7,7,7,7,7,7,1.536163035938171e-10,2.203631721542365e-11,4.683199575517208e-11,4.683199575517208e-11,1.6653345369377348e-16,2.7307893931114786e-10,7.433655437717774e-11,4.942719663656035e-10
21,31,1,1,1,1,1,1,1.5046168876252637e-11,3.8411112680503804e-11,4.447028070810503e-12,4.447028070810503e-12,5.551115123125783e-17,5.0035376457561834e-11,9.880629114930531e-12,5.207449834641622e-11
21,32,1,1,1,1,1,1,7.254373934400833e-11,1.0065916297082867e-11,1.67849455559322e-11,1.67849455559322e-11,5.551115123125783e-17,3.1690090276241307e-10,6.142531726309202e-11,3.2337589914762234e-10
22,23,438,438,438,438,438,438,2.280269306709215e-10,1.641576874433781e-10,5.22259421622007e-11,5.22259421622007e-11,2.7755575615628914e-16,1.281710205113643e-10,6.013185682307779e-11,2.8338734681204553e-10
22,24,297,297,297,297,297,297,1.8492266230298684e-10,5.783662437863768e-11,4.657390206232096e-11,4.657390206232096e-11,1.6653345369377348e-16,2.5762539888141777e-10,6.951503696808196e-11,4.868079591879911e-10
22,25,208,208,208,208,208,208,2.175709609328509e-10,7.695513964200946e-11,4.8284730022257754e-11,4.8284730022257754e-11,1.6653345369377348e-16,2.7875191747100236e-10,7.624981860105895e-11,5.18313228191315e-10
22,26,136,136,136,136,136,136,2.1228997007472457e-10,7.879175090153012e-11,4.9418338380652394e-11,4.9418338380652394e-11,2.220446049250313e-16,3.291259707935049e-10,7.52880206279981e-11,5.39368201959355e-10
22,27,91,91,91,91,91,91,1.6928181079123306e-10,3.465699949245504e-11,5.069871702837464e-11,5.069871702837464e-11,1.6653345369377348e-16,2.914070792503661e-10,7.217345901006011e-11,5.022262254831827e-10
22,28,51,51,51,51,51,51,2.1353551153317782e-10,7.253531999811562e-11,4.9230301135242234e-11,4.9230301135242234e-11,1.6653345369377348e-16,2.7622313083300566e-10,7.538105682039776e-11,5.38255613551817e-10
22,29,28,28,28,28,28,28,1.7069150152528925e-10,3.614898772363501e-11,6.226375898204381e-11,6.226375898204381e-11,3.3306690738754696e-16,5.323079262615022e-10,1.1900578338462036e-10,5.710828470180387e-10
22,30,15,15,15,15,15,15,1.2932994025759495e-10,4.170586098695139e-11,3.620744895812618e-11,3.620744895812618e-11,2.7755575615628914e-16,2.1972909055944805e-10,5.853596148582845e-11,3.7764990941152494e-10
22,31,7,7,7,7,7,7,1.3123305331427977e-10,3.5272514833517865e-11,5.065911066787205e-11,5.065911066787205e-11,2.7755575615628914e-16,2.7998618577707673e-10,7.846183712036704e-11,5.447923174086804e-10
22,32,4,4,4,4,4,4,4.238559814069656e-10,2.1259660698547123e-11,5.27070743997759e-11,5.27070743997759e-11,4.996003610813204e-16,8.60747278354823e-10,1.4699027277811679e-10,7.599836982598056e-10
23,24,440,440,440,440,440,440,1.8933736523063516e-10,1.0900480518216682e-10,5.119176832019799e-11,5.119176832019799e-11,1.6653345369377348e-16,1.3142047507350512e-10,5.895195597407636e-11,3.0130285767991586e-10
23,25,285,285,285,285,285,285,1.705147091232706e-10,2.867028836561758e-11,4.842363737595975e-11,4.842363737595975e-11,1.6653345369377348e-16,2.5307528088551456e-10,7.311020457102012e-11,5.333199340800251e-10
23,26,186,186,186,186,186,186,1.9857415416664437e-10,6.920686246303376e-11,5.074344293411235e-11,5.074344293411235e-11,1.6653345369377348e-16,2.8513319118591217e-10,7.876307936547513e-11,5.449637690251629e-10
23,27,127,127,127,127,127,127,1.735157162410442e-10,4.387540923146317e-11,4.660446936024949e-11,4.660446936024949e-11,1.6653345369377348e-16,5.990262798910367e-10,1.5298254999174152e-10,9.358179030145145e-10
23,28,76,76,76,76,76,76,2.0179205996588235e-10,9.783174270694417e-11,5.071893454770361e-11,5.071893454770361e-11,2.220446049250313e-16,4.0911331189941204e-10,1.0174341023641049e-10,6.018140433134688e-10
23,29,42,42,42,42,42,42,2.258785471975279e-10,6.654498173854326e-11,6.703798844335892e-11,6.703798844335892e-11,1.6653345369377348e-16,6.875390156036912e-10,1.6017729413313817e-10,9.0098177746822e-10
23,30,24,24,24,24,24,24,1.6432225719009708e-10,6.140213823858268e-11,4.5846321535771543e-11,4.5846321535771543e-11,1.6653345369377348e-16,2.0031701625714258e-10,6.114874923151384e-11,4.931578912969865e-10
23,31,10,10,10,10,10,10,1.6379770846966513e-10,4.2732983818183357e-11,4.702987620721105e-11,4.702987620721105e-11,1.6653345369377348e-16,5.621530907438762e-10,1.4678703624189875e-10,9.224886028750887e-10
23,32,5,5,5,5,5,5,3.6928710432227293e-10,1.0403566896854954e-11,4.713667354704605e-11,4.713667354704605e-11,2.220446049250313e-16,7.361835304711304e-10,1.273498892150301e-10,6.599833740179546e-10
23,33,1,1,1,1,1,1,2.564688739159493e-11,2.160439882548104e-11,1.7605533690385563e-12,1.7605533690385563e-12,2.7755575615628914e-17,4.583832359998889e-12,2.0681580974705876e-12,7.084731674024741e-12
24,25,445,445,445,445,445,445,2.2617219208598272e-10,1.5542078735109044e-10,7.690363131758141e-11,7.690363131758141e-11,1.6653345369377348e-16,6.354524473365803e-10,1.4493481203204854e-10,7.468939374536607e-10
24,26,276,276,276,276,276,276,1.9194378790671476e-10,7.86849755253485e-11,4.7321580435597704e-11,4.7321580435597704e-11,2.220446049250313e-16,2.425549861547593e-10,7.082608409359188e-11,5.261937850226185e-10
24,27,178,178,178,178,178,178,2.0982886827563502e-10,7.145201300342116e-11,5.075339280130622e-11,5.075339280130622e-11,1.6653345369377348e-16,2.81683514730377e-10,7.875522106493184e-11,5.449546304949572e-10
24,28,110,110,110,110,110,110,2.187273168638148e-10,1.3722347200505897e-11,5.007941878311906e-11,5.007941878311906e-11,1.6653345369377348e-16,4.328632528330096e-10,7.857853775924224e-11,5.33004407636149e-10
24,29,61,61,61,61,61,61,1.7045776433150667e-10,1.1283244943100847e-10,4.676296768239487e-11,4.676296768239487e-11,1.6653345369377348e-16,2.374788687129634e-10,6.970012080561842e-11,5.224978930243441e-10
24,30,35,35,35,35,35,35,1.5736274609767786e-10,1.059007403187938e-10,4.7098558962906713e-11,4.7098558962906713e-11,2.220446049250313e-16,3.260830771300838e-10,7.198666104110781e-11,5.247078431662458e-10
24,31,14,14,14,14,14,14,1.6253498286850077e-10,4.179478985122387e-11,4.974770719440415e-11,4.974770719440415e-11,2.7755575615628914e-16,2.7434983424494895e-10,7.605349669929362e-11,5.411737129718684e-10
24,32,5,5,5,5,5,5,2.2015972770202818e-10,1.7569723453902952e-11,4.358730948386205e-11,4.358730948386205e-11,3.3306690738754696e-16,4.362615806739802e-10,7.755469748172622e-11,4.0433151379092014e-10
24,33,1,1,1,1,1,1,3.5015365607016236e-11,1.763450496738983e-13,1.0579053998759381e-11,1.0579053998759381e-11,0.0,2.6402758825375607e-11,1.2520272563977808e-11,1.7311141443938964e-11
25,26,433,433,433,433,433,433,2.5071728027015183e-10,2.432294365917187e-10,5.1991593065308535e-11,5.1991593065308535e-11,1.6653345369377348e-16,1.373167241477142e-10,5.986410011563485e-11,3.15029614737384e-10
25,27,274,274,274,274,274,274,2.554706446389332e-10,1.850255575880142e-10,5.070418132615528e-11,5.070418132615528e-11,1.6653345369377348e-16,2.559912920028389e-10,7.37326705298189e-11,5.351414056082809e-10
25,28,164,164,164,164,164,164,1.7019012848312753e-10,5.766798150119712e-11,5.08271462761117e-11,5.08271462761117e-11,1.6653345369377348e-16,2.8347740718664255e-10,7.904961734764909e-11,5.449731911583021e-10
25,29,97,97,97,97,97,97,4.0275307874554607e-10,2.6936645002703534e-10,5.0532372884541095e-11,5.0532372884541095e-11,2.7755575615628914e-16,2.7763812469281847e-10,7.805134001680226e-11,5.446737647696817e-10
25,30,53,53,53,53,53,53,1.615259453968676e-10,1.7308932065418503e-11,5.077317274217683e-11,5.077317274217683e-11,2.220446049250313e-16,2.821637572000031e-10,7.883239128438955e-11,5.448923416754753e-10
25,31,23,23,23,23,23,23,1.660524393768542e-10,2.4546529804813308e-11,4.8506909467464064e-11,4.8506909467464064e-11,2.7755575615628914e-16,2.256599429738337e-10,6.02119986759441e-11,4.896432386603586e-10
25,32,10,10,10,10,10,10,1.6236462695162768e-10,1.0332068534069094e-11,4.497549107997199e-11,4.497549107997199e-11,2.220446049250313e-16,1.8555369187426147e-10,5.7607056454282166e-11,4.724873264391939e-10
25,33,4,4,4,4,4,4,1.1587464321394236e-10,3.34498897311839e-11,4.463998143859933e-11,4.463998143859933e-11,5.551115123125783e-17,2.576611209596739e-10,6.95138200004817e-11,5.083967824441204e-10
25,34,1,1,1,1,1,1,5.604616770682469e-11,1.2042145058899223e-11,2.8056919385315037e-11,2.8056919385315037e-11,0.0,1.1107798852817173e-10,3.771524550392738e-11,2.6984381307250716e-10
26,27,425,425,425,425,425,425,1.750960908382393e-10,9.827894054126318e-11,4.9136808556928935e-11,4.9136808556928935e-11,2.220446049250313e-16,1.2338432696197015e-10,5.660458362075106e-11,3.0191127549075053e-10
26,28,240,240,240,240,240,240,2.6968039072129847e-10,1.4150880467411753e-10,8.172583995477132e-11,8.172583995477132e-11,2.7755575615628914e-16,5.663443363763919e-10,1.4394878513777463e-10,8.75875413737814e-10
26,29,142,142,142,142,142,142,1.6812799373197573e-10,1.2520954898375716e-11,5.082673761151656e-11,5.082673761151656e-11,1.6653345369377348e-16,2.8347259525963306e-10,7.90473453827992e-11,5.44741624939424e-10
26,30,76,76,76,76,76,76,3.007072368887975e-10,1.8053492034653118e-10,4.660097741391104e-11,4.660097741391104e-11,1.6653345369377348e-16,2.331633929501457e-10,6.688152129109835e-11,5.130239221101791e-10
26,31,39,39,39,39,39,39,1.6574435704116985e-10,1.5094207164079532e-11,4.930774108909242e-11,4.930774108909242e-11,1.6653345369377348e-16,2.6223994028272543e-10,7.504209710704519e-11,5.387197727527341e-10
26,32,18,18,18,18,18,18,1.3910357588020617e-10,1.751354616885692e-11,3.986841177391739e-11,3.986841177391739e-11,2.7755575615628914e-16,1.8192499595758354e-10,5.671960721069071e-11,4.620936203814808e-10
26,33,7,7,7,7,7,7,1.6289722955947772e-10,2.763294375391405e-11,4.835521722728768e-11,4.835521722728768e-11,1.1102230246251565e-16,2.524355414092892e-10,7.29710096528096e-11,5.328589934246789e-10
26,34,3,3,3,3,3,3,1.060427301524669e-10,9.502065800859327e-12,3.873009880784389e-11,3.873009880784389e-11,2.220446049250313e-16,1.7384730181754133e-10,5.4718027481613786e-11,4.391792153546171e-10
26,35,1,1,1,1,1,1,1.6510051789250801e-10,3.853898753944374e-12,4.452909540226647e-11,4.452909540226647e-11,3.469446951953614e-18,1.0095153637835309e-10,5.0394149422843127e-11,3.061897232733392e-11
26,36,1,1,1,1,1,1,1.6783661201287547e-10,9.408435402286086e-13,4.6082535716607154e-11,4.6082535716607154e-11,3.469446951953614e-18,1.0444682808939233e-10,5.2165202008854776e-11,3.176287727698999e-11
27,28,379,379,379,379,379,379,1.73550955290952e-10,1.0438294673065229e-10,4.660598498488035e-11,4.660598498488035e-11,1.6653345369377348e-16,1.4148553952030114e-10,5.6100060186745925e-11,3.246839511890748e-10
27,29,207,207,207,207,207,207,1.914730472278552e-10,1.0422246399244273e-10,5.170979985512631e-11,5.170979985512631e-11,2.220446049250313e-16,2.6908834415140716e-10,7.642510898646015e-11,5.420495584977334e-10
27,30,103,103,103,103,103,103,1.6850489211427122e-10,7.751743691386537e-11,4.5996018500236285e-11,4.5996018500236285e-11,2.7755575615628914e-16,4.862181017046442e-10,1.266364226577529e-10,7.933439335817128e-10
27,31,53,53,53,53,53,53,2.7399582602782857e-10,1.9955592733822414e-10,4.651492921886641e-11,4.651492921886641e-11,1.6653345369377348e-16,4.817724216083558e-10,1.2537823259508218e-10,7.857382188834407e-10
27,32,26,26,26,26,26,26,1.651950650924383e-10,1.8401447030848623e-11,5.0804422487128364e-11,5.0804422487128364e-11,2.220446049250313e-16,2.8610573827491897e-10,7.936606555186682e-11,5.425958977306121e-10
27,33,11,11,11,11,11,11,1.4762510298943185e-10,6.114495959450869e-11,4.6082153049941346e-11,4.6082153049941346e-11,1.1102230246251565e-16,3.9257185102022605e-10,8.981962875475366e-11,5.102687435484525e-10
27,34,3,3,3,3,3,3,4.8036098370456094e-11,1.8160692618500312e-11,1.7172944515626182e-11,1.7172944515626182e-11,2.7755575615628914e-16,2.0922937022869675e-10,5.396031762229778e-11,3.340771473054771e-10
27,35,1,1,1,1,1,1,9.994982798225763e-11,6.258868952085071e-13,2.7364929281925298e-11,2.7364929281925298e-11,4.336808689942018e-18,6.265381124010831e-11,3.132595184506154e-11,1.806569672379896e-11
27,36,1,1,1,1,1,1,1.4006039129052864e-10,2.8166487154798747e-12,3.936791017047739e-11,3.936791017047739e-11,1.0408340855860843e-17,8.94728791465842e-11,4.4721547573246494e-11,2.743417180895587e-11
28,29,335,335,335,335,335,335,2.8574697925634375e-10,1.541104216431132e-10,5.230941136637457e-11,5.230941136637457e-11,2.7755575615628914e-16,1.9976742002709152e-10,6.102465106549566e-11,4.927399252441682e-10
28,30,167,167,167,167,167,167,1.689168386328349e-10,1.2076372014667812e-11,5.080833014089564e-11,5.080833014089564e-11,1.6653345369377348e-16,2.829634776336888e-10,7.896747627851665e-11,5.448381460461749e-10
28,31,79,79,79,79,79,79,3.0830543593165815e-10,1.2210343847129934e-10,8.691679257053188e-11,8.691679257053188e-11,2.220446049250313e-16,7.187002281527993e-10,1.6457649619810364e-10,9.095016992805741e-10
28,32,39,39,39,39,39,39,1.648249809207969e-10,3.158301398187291e-11,8.239052775737615e-11,8.239052775737615e-11,1.6653345369377348e-16,7.029548592295613e-10,1.5740731078638188e-10,7.597535898995449e-10
28,33,16,16,16,16,16,16,1.1802847651321636e-10,3.21681570270016e-12,5.8155007748848065e-11,5.8155007748848065e-11,1.6653345369377348e-16,5.625126493562356e-10,1.2757526298505254e-10,6.470033228517458e-10
28,34,5,5,5,5,5,5,1.3399856398088605e-10,1.1636972321175208e-11,3.609867182348891e-11,3.609867182348891e-11,1.1102230246251565e-16,1.6440550707677867e-10,4.097224815272337e-11,2.481906282602886e-10
28,35,3,3,3,3,3,3,1.5605790618100635e-10,1.696626172886795e-11,4.392250120182639e-11,4.392250120182639e-11,1.1102230246251565e-16,1.1727941311215207e-10,4.9716299975409194e-11,2.685455450352454e-10
28,36,2,2,2,2,2,2,1.677039071848463e-10,9.2192919964873e-13,4.6221212551725984e-11,4.6221212551725984e-11,8.326672684688674e-17,1.0493735681434163e-10,5.2286767499836896e-11,3.13578091739327e-11
29,30,291,291,291,291,291,291,1.716463568501858e-10,6.581873934763394e-11,4.823640795367355e-11,4.823640795367355e-11,1.6653345369377348e-16,2.5123152842641794e-10,7.271720198837002e-11,5.321315568694593e-10
29,31,122,122,122,122,122,122,1.7002827108498347e-10,4.4968695434022266e-11,4.9857437150076196e-11,4.9857437150076196e-11,1.6653345369377348e-16,3.3774982306479466e-10,8.752340920315562e-11,5.450285674644246e-10
29,32,60,60,60,60,60,60,1.6893458095086633e-10,1.9822365970867395e-11,4.8769755053154236e-11,4.8769755053154236e-11,1.6653345369377348e-16,3.075397775440071e-10,7.96131890093705e-11,5.354836150984424e-10
29,33,27,27,27,27,27,27,1.768680405085311e-10,3.273680110827025e-11,4.928536229074363e-11,4.928536229074363e-11,1.6653345369377348e-16,2.7937616139628664e-10,7.646397598082676e-11,5.124201447100432e-10
29,34,10,10,10,10,10,10,1.7208462899011984e-10,3.138984688418638e-11,4.8026259786652944e-11,4.8026259786652944e-11,1.6653345369377348e-16,2.7797652121339394e-10,7.597493411979276e-11,5.080889540723952e-10
29,35,7,7,7,7,7,7,1.5967721676141133e-10,1.0240137866997916e-11,4.503892653717674e-11,4.503892653717674e-11,2.220446049250313e-16,2.2247049335234754e-10,6.631018034405391e-11,5.110526542422739e-10
29,36,6,6,6,6,6,6,1.7696430034884425e-10,5.0370485560335965e-11,5.056126528263752e-11,5.056126528263752e-11,1.6653345369377348e-16,2.781670893841162e-10,7.814421771967805e-11,5.446983755144317e-10
30,31,249,249,249,249,249,249,1.6956969032047575e-10,2.3458901488027095e-11,4.9341383114502526e-11,4.9341383114502526e-11,1.1102230246251565e-16,1.7066202296071023e-10,5.68382041051357e-11,4.3020413528849717e-10
30,32,126,126,126,126,126,126,1.6995754976989463e-10,1.157908768867344e-10,4.624675870029826e-11,4.624675870029826e-11,2.220446049250313e-16,2.120443818204633e-10,6.39044872569968e-11,5.027788401118244e-10
30,33,62,62,62,62,62,62,1.6854014451422872e-10,3.81004117144812e-11,4.612546656869612e-11,4.612546656869612e-11,1.6653345369377348e-16,2.065348443338276e-10,6.26182784168654e-11,4.983106282938455e-10
30,34,31,31,31,31,31,31,1.6490402229493717e-10,3.626543509938074e-11,5.195375702290108e-11,5.195375702290108e-11,1.6653345369377348e-16,2.702642050496967e-10,7.665708835084964e-11,5.425159305944006e-10
30,35,25,25,25,25,25,25,2.168705931822174e-10,6.7945558515081e-11,4.994881904602772e-11,4.994881904602772e-11,2.220446049250313e-16,2.8443275033454784e-10,7.842763247810567e-11,5.313490878161931e-10
30,36,20,20,20,20,20,20,3.05827064190409e-10,3.145694815742672e-11,8.057534291519429e-11,8.057534291519429e-11,1.6653345369377348e-16,7.436827283539634e-10,1.730127846306082e-10,9.743624255247192e-10
31,32,276,276,276,276,276,276,1.72891547866455e-10,8.979850196766392e-11,4.983097926606339e-11,4.983097926606339e-11,1.6653345369377348e-16,1.4698976377103325e-10,5.7397206400810533e-11,3.6485546959804337e-10
31,33,139,139,139,139,139,139,1.7522675909786068e-10,4.173454265301377e-11,5.232003927225658e-11,5.232003927225658e-11,2.220446049250313e-16,2.738406356339204e-10,7.458095707246854e-11,5.198041150692947e-10
31,34,83,83,83,83,83,83,1.6751604443865364e-10,1.1572742764087707e-11,4.61591824010442e-11,4.61591824010442e-11,1.6653345369377348e-16,2.552870548677496e-10,6.881899039995145e-11,4.6148343345704774e-10
31,35,63,63,63,63,63,63,1.664246409953385e-10,9.802758604848805e-11,4.7308156753592904e-11,4.7308156753592904e-11,2.220446049250313e-16,2.4243569442122296e-10,7.080156276436329e-11,5.260994455695404e-10
31,36,46,46,46,46,46,46,1.688186947006176e-10,3.3211322580939395e-11,4.6191904265557855e-11,4.6191904265557855e-11,2.220446049250313e-16,5.094660537743219e-10,1.3293760541059999e-10,8.32913434539572e-10
32,33,298,298,298,298,298,298,1.7250105510679958e-10,5.894618126944806e-11,5.0157084748145975e-11,5.0157084748145975e-11,1.6653345369377348e-16,1.4024856331048427e-10,5.7769463615884277e-11,3.226559802654592e-10
32,34,168,168,168,168,168,168,1.6911996998138223e-10,2.0124235611262975e-11,5.14708768103127e-11,5.14708768103127e-11,1.6653345369377348e-16,2.214437449389652e-10,6.607525298888264e-11,5.102724124673135e-10
32,35,123,123,123,123,123,123,1.938877474577235e-10,1.9604419528923224e-11,6.753944593831569e-11,5.033497103114234e-11,1.6653345369377348e-16,9.544090962936392e-10,9.3049657784993e-11,5.154130572834261e-10
32,36,89,89,89,89,89,89,1.692118493934469e-10,3.701405848488548e-11,4.818572024163165e-11,4.818572024163165e-11,2.220446049250313e-16,6.728512084379998e-10,1.5223396122922595e-10,8.201183537561957e-10
33,34,334,334,334,334,334,334,1.6920544674593752e-10,1.1441958491786863e-11,4.9761703921724577e-11,4.9761703921724577e-11,1.6653345369377348e-16,1.4229530015120033e-10,5.731740504508537e-11,3.2656868158961956e-10
33,35,216,216,216,216,216,216,3.1026622775332577e-10,4.3855652517083055e-11,8.613712379282668e-11,8.613712379282668e-11,2.220446049250313e-16,7.789042896764414e-10,1.6998874735766952e-10,8.965044812860194e-10
33,36,142,142,142,142,142,142,1.9906117451261352e-10,5.966771521315195e-11,5.2383984312853075e-11,4.824326183429493e-11,3.3306690738754696e-16,8.062825439455229e-10,9.254940491774789e-11,5.767404119598988e-10
34,35,392,392,392,392,392,392,1.994088227874613e-10,8.689038377696079e-11,4.7614455990728467e-11,4.7614455990728467e-11,1.6653345369377348e-16,1.7171959964132924e-10,5.4865974882494654e-11,4.3317509386918404e-10
34,36,240,240,240,240,240,240,3.639968000502352e-10,3.1974312086902046e-11,5.007008705294214e-11,5.007008705294214e-11,3.3306690738754696e-16,7.099474666553896e-10,1.2311205689361813e-10,7.075398525404976e-10
35,36,381,381,381,381,381,381,1.7268561537317484e-10,6.08422201509029e-11,4.6561148912830825e-11,4.6561148912830825e-11,1.6653345369377348e-16,1.3720013074912308e-10,5.4479589313101146e-11,3.317586264768584e-10
